year,month,day,team,completion_percentage
2017,12,3,Minnesota,70.00%
2017,12,3,Washington,70.27%
2017,12,3,Baltimore,63.64%
2017,12,3,Green Bay,65.38%
2017,12,3,Las Vegas,75.00%
2017,12,3,Buffalo,65.52%
2017,12,3,Pittsburgh,73.33%
2017,12,3,Miami,67.65%
2017,12,3,Dallas,50.00%
2017,12,3,LA Chargers,81.82%
2017,12,3,Detroit,57.14%
2017,12,3,Tennessee,68.00%
2017,12,3,Seattle,58.82%
2017,12,3,NY Giants,48.15%
2017,12,3,Cincinnati,64.29%
2017,12,3,LA Rams,63.64%
2017,12,3,Philadelphia,66.67%
2017,12,3,Tampa Bay,61.36%
2017,12,3,Indianapolis,58.62%
2017,12,3,Carolina,39.29%
2017,12,3,Chicago,51.52%
2017,12,3,Denver,57.14%
2017,12,3,Arizona,57.89%
2017,12,3,Houston,59.46%
2017,12,3,Jacksonville,57.58%
2017,12,3,San Francisco,60.00%
2017,12,3,Cleveland,56.25%
2017,11,26,New Orleans,70.73%
2017,11,26,NY Jets,58.97%
2017,11,26,Kansas City,65.85%
2017,11,26,New England,81.08%
2017,11,26,Atlanta,70.37%
2017,11,26,Minnesota,70.00%
2017,11,26,Washington,61.29%
2017,11,26,Baltimore,78.57%
2017,11,26,Green Bay,58.33%
2017,11,26,Dallas,74.07%
2017,11,26,Buffalo,53.85%
2017,11,26,Las Vegas,57.14%
2017,11,26,Miami,57.50%
2017,11,26,LA Chargers,81.82%
2017,11,26,Seattle,62.79%
2017,11,26,Detroit,57.14%
2017,11,26,NY Giants,48.15%
2017,11,26,Tennessee,64.71%
2017,11,26,Pittsburgh,66.67%
2017,11,26,Cincinnati,60.00%
2017,11,26,LA Rams,62.16%
2017,11,26,Carolina,60.00%
2017,11,26,Tampa Bay,59.46%
2017,11,26,Indianapolis,58.33%
2017,11,26,Chicago,60.00%
2017,11,26,Philadelphia,51.85%
2017,11,26,Denver,54.76%
2017,11,26,Arizona,64.71%
2017,11,26,Houston,68.75%
2017,11,26,Jacksonville,56.67%
2017,11,26,San Francisco,76.00%
2017,11,26,Cleveland,50.00%
2017,11,19,New Orleans,72.00%
2017,11,19,Kansas City,73.53%
2017,11,19,NY Jets,58.97%
2017,11,19,New England,75.68%
2017,11,19,Atlanta,75.86%
2017,11,19,Washington,57.78%
2017,11,19,Minnesota,72.41%
2017,11,19,Green Bay,72.00%
2017,11,19,Buffalo,57.14%
2017,11,19,NY Giants,75.68%
2017,11,19,Baltimore,66.04%
2017,11,19,Las Vegas,70.00%
2017,11,19,Miami,59.46%
2017,11,19,Dallas,66.67%
2017,11,19,Detroit,65.38%
2017,11,19,Seattle,68.75%
2017,11,19,Tennessee,64.71%
2017,11,19,Cincinnati,57.14%
2017,11,19,Pittsburgh,66.67%
2017,11,19,LA Rams,68.42%
2017,11,19,Carolina,60.00%
2017,11,19,Philadelphia,57.14%
2017,11,19,Tampa Bay,50.00%
2017,11,19,Indianapolis,58.33%
2017,11,19,LA Chargers,56.76%
2017,11,19,Chicago,60.00%
2017,11,19,Denver,54.55%
2017,11,19,Arizona,51.06%
2017,11,19,Jacksonville,54.90%
2017,11,19,Houston,50.00%
2017,11,19,San Francisco,76.00%
2017,11,19,Cleveland,55.00%
2017,11,12,New Orleans,81.48%
2017,11,12,NY Jets,70.00%
2017,11,12,Kansas City,73.53%
2017,11,12,Washington,67.74%
2017,11,12,New England,68.09%
2017,11,12,Atlanta,63.16%
2017,11,12,Minnesota,62.79%
2017,11,12,Buffalo,72.50%
2017,11,12,Baltimore,66.04%
2017,11,12,Las Vegas,70.00%
2017,11,12,Green Bay,68.42%
2017,11,12,Miami,80.95%
2017,11,12,Dallas,63.64%
2017,11,12,NY Giants,52.63%
2017,11,12,Cincinnati,55.56%
2017,11,12,Tennessee,67.86%
2017,11,12,Seattle,68.75%
2017,11,12,Detroit,78.79%
2017,11,12,Carolina,54.17%
2017,11,12,Tampa Bay,53.57%
2017,11,12,Pittsburgh,54.84%
2017,11,12,Philadelphia,57.14%
2017,11,12,LA Rams,63.64%
2017,11,12,LA Chargers,56.67%
2017,11,12,Indianapolis,66.67%
2017,11,12,Chicago,43.75%
2017,11,12,Denver,50.00%
2017,11,12,Jacksonville,63.16%
2017,11,12,Houston,43.18%
2017,11,12,Arizona,51.06%
2017,11,12,San Francisco,47.06%
2017,11,12,Cleveland,52.94%
2017,11,5,New Orleans,82.14%
2017,11,5,NY Jets,70.00%
2017,11,5,Kansas City,43.75%
2017,11,5,Washington,66.67%
2017,11,5,New England,68.09%
2017,11,5,Atlanta,62.07%
2017,11,5,Minnesota,62.79%
2017,11,5,Buffalo,72.50%
2017,11,5,NY Giants,48.72%
2017,11,5,Baltimore,59.09%
2017,11,5,Seattle,63.41%
2017,11,5,Cincinnati,58.62%
2017,11,5,Las Vegas,63.27%
2017,11,5,Green Bay,48.00%
2017,11,5,Dallas,63.64%
2017,11,5,Tampa Bay,55.26%
2017,11,5,Carolina,56.25%
2017,11,5,Tennessee,61.76%
2017,11,5,Denver,52.78%
2017,11,5,Houston,63.33%
2017,11,5,Pittsburgh,54.84%
2017,11,5,Philadelphia,56.25%
2017,11,5,Miami,56.82%
2017,11,5,LA Chargers,56.67%
2017,11,5,Detroit,60.00%
2017,11,5,LA Rams,59.46%
2017,11,5,Arizona,46.88%
2017,11,5,Chicago,43.75%
2017,11,5,Indianapolis,64.10%
2017,11,5,Jacksonville,66.67%
2017,11,5,San Francisco,47.22%
2017,11,5,Cleveland,52.94%
2017,10,29,Kansas City,76.19%
2017,10,29,NY Giants,74.47%
2017,10,29,LA Rams,78.57%
2017,10,29,Las Vegas,61.29%
2017,10,29,Minnesota,75.76%
2017,10,29,NY Jets,78.26%
2017,10,29,Atlanta,68.57%
2017,10,29,New Orleans,75.86%
2017,10,29,Washington,83.33%
2017,10,29,Buffalo,76.92%
2017,10,29,Green Bay,70.37%
2017,10,29,Chicago,63.64%
2017,10,29,LA Chargers,50.00%
2017,10,29,Tampa Bay,70.00%
2017,10,29,New England,71.43%
2017,10,29,Detroit,55.56%
2017,10,29,Miami,57.78%
2017,10,29,Denver,60.00%
2017,10,29,Pittsburgh,56.41%
2017,10,29,San Francisco,62.16%
2017,10,29,Dallas,72.22%
2017,10,29,Philadelphia,67.74%
2017,10,29,Baltimore,51.85%
2017,10,29,Cincinnati,77.78%
2017,10,29,Houston,66.67%
2017,10,29,Tennessee,62.50%
2017,10,29,Carolina,57.58%
2017,10,29,Indianapolis,70.83%
2017,10,29,Jacksonville,60.61%
2017,10,29,Seattle,59.18%
2017,10,29,Arizona,60.42%
2017,10,29,Cleveland,46.81%
2017,10,22,Kansas City,75.00%
2017,10,22,Las Vegas,82.14%
2017,10,22,LA Chargers,79.49%
2017,10,22,NY Giants,68.75%
2017,10,22,LA Rams,78.57%
2017,10,22,Detroit,71.43%
2017,10,22,Miami,70.59%
2017,10,22,Atlanta,67.86%
2017,10,22,Minnesota,52.63%
2017,10,22,Chicago,68.89%
2017,10,22,Baltimore,73.53%
2017,10,22,NY Jets,66.67%
2017,10,22,Green Bay,66.00%
2017,10,22,Pittsburgh,65.71%
2017,10,22,New Orleans,60.00%
2017,10,22,Denver,68.75%
2017,10,22,San Francisco,62.16%
2017,10,22,Buffalo,68.00%
2017,10,22,New England,76.92%
2017,10,22,Washington,66.67%
2017,10,22,Dallas,60.00%
2017,10,22,Philadelphia,54.35%
2017,10,22,Carolina,62.50%
2017,10,22,Tennessee,55.56%
2017,10,22,Tampa Bay,58.06%
2017,10,22,Houston,62.50%
2017,10,22,Jacksonville,58.82%
2017,10,22,Seattle,58.97%
2017,10,22,Cleveland,47.62%
2017,10,22,Arizona,52.78%
2017,10,22,Cincinnati,57.14%
2017,10,22,Indianapolis,54.05%
2017,10,15,Minnesota,84.38%
2017,10,15,Kansas City,80.00%
2017,10,15,NY Giants,76.32%
2017,10,15,LA Rams,73.33%
2017,10,15,New Orleans,72.97%
2017,10,15,Detroit,70.73%
2017,10,15,Atlanta,70.00%
2017,10,15,Las Vegas,68.75%
2017,10,15,San Francisco,68.57%
2017,10,15,Philadelphia,66.67%
2017,10,15,Green Bay,66.67%
2017,10,15,NY Jets,66.67%
2017,10,15,Cleveland,66.67%
2017,10,15,LA Chargers,66.67%
2017,10,15,Pittsburgh,66.67%
2017,10,15,Chicago,65.00%
2017,10,15,Dallas,61.54%
2017,10,15,Tennessee,60.98%
2017,10,15,Denver,60.71%
2017,10,15,Washington,57.50%
2017,10,15,Buffalo,57.14%
2017,10,15,Houston,62.50%
2017,10,15,Arizona,56.25%
2017,10,15,Carolina,56.00%
2017,10,15,Cincinnati,57.14%
2017,10,15,Baltimore,52.94%
2017,10,15,Indianapolis,52.38%
2017,10,15,Jacksonville,52.38%
2017,10,15,Seattle,51.85%
2017,10,15,New England,44.44%
2017,10,8,Kansas City,80.00%
2017,10,8,New England,44.44%
2017,10,1,Minnesota,73.53%
2017,10,1,New Orleans,58.00%
2017,10,1,Atlanta,73.91%
2017,10,1,Miami,80.56%
2017,10,1,Washington,62.86%
2017,10,1,Dallas,63.16%
2017,10,1,New England,68.25%
2017,10,1,Kansas City,58.82%
2017,10,1,Seattle,56.67%
2017,10,1,Detroit,56.25%
2017,10,1,Baltimore,64.71%
2017,10,1,Cincinnati,64.29%
2017,10,1,Green Bay,60.00%
2017,10,1,Pittsburgh,65.96%
2017,10,1,Indianapolis,58.54%
2017,10,1,Philadelphia,62.79%
2017,10,1,NY Giants,52.27%
2017,10,1,Chicago,65.00%
2017,10,1,Las Vegas,40.00%
2017,10,1,Tampa Bay,57.14%
2017,10,1,Tennessee,61.54%
2017,10,1,Buffalo,48.39%
2017,10,1,LA Chargers,57.89%
2017,10,1,Cleveland,72.50%
2017,10,1,Denver,62.96%
2017,10,1,Arizona,52.38%
2017,10,1,Houston,57.50%
2017,10,1,Jacksonville,64.10%
2017,10,1,San Francisco,77.27%
2017,10,1,LA Rams,60.71%
2017,10,1,NY Jets,66.67%
2017,10,1,Carolina,56.25%
2017,9,24,Kansas City,75.00%
2017,9,24,Las Vegas,82.14%
2017,9,24,LA Chargers,79.49%
2017,9,24,NY Giants,68.75%
2017,9,24,LA Rams,78.57%
2017,9,24,Detroit,71.43%
2017,9,24,Miami,70.59%
2017,9,24,Atlanta,67.86%
2017,9,24,Minnesota,52.63%
2017,9,24,Chicago,68.89%
2017,9,24,Baltimore,73.53%
2017,9,24,NY Jets,66.67%
2017,9,24,Green Bay,66.00%
2017,9,24,Pittsburgh,65.71%
2017,9,24,New Orleans,60.00%
2017,9,24,Denver,68.75%
2017,9,24,San Francisco,62.16%
2017,9,24,Buffalo,68.00%
2017,9,24,New England,76.92%
2017,9,24,Washington,66.67%
2017,9,24,Dallas,60.00%
2017,9,24,Philadelphia,54.35%
2017,9,24,Carolina,62.50%
2017,9,24,Tennessee,55.56%
2017,9,24,Tampa Bay,58.06%
2017,9,24,Houston,62.50%
2017,9,24,Jacksonville,58.82%
2017,9,24,Seattle,58.97%
2017,9,24,Cleveland,47.62%
2017,9,24,Arizona,52.78%
2017,9,24,Cincinnati,57.14%
2017,9,24,Indianapolis,54.05%
2017,9,17,Minnesota,84.38%
2017,9,17,Kansas City,80.00%
2017,9,17,NY Giants,76.32%
2017,9,17,LA Rams,73.33%
2017,9,17,New Orleans,72.97%
2017,9,17,Detroit,70.73%
2017,9,17,Atlanta,70.00%
2017,9,17,Las Vegas,68.75%
2017,9,17,San Francisco,68.57%
2017,9,17,Philadelphia,66.67%
2017,9,17,Green Bay,66.67%
2017,9,17,NY Jets,66.67%
2017,9,17,Cleveland,66.67%
2017,9,17,LA Chargers,66.67%
2017,9,17,Pittsburgh,66.67%
2017,9,17,Chicago,65.00%
2017,9,17,Dallas,61.54%
2017,9,17,Tennessee,60.98%
2017,9,17,Denver,60.71%
2017,9,17,Washington,57.50%
2017,9,17,Buffalo,57.14%
2017,9,17,Houston,62.50%
2017,9,17,Arizona,56.25%
2017,9,17,Carolina,56.00%
2017,9,17,Cincinnati,57.14%
2017,9,17,Baltimore,52.94%
2017,9,17,Indianapolis,52.38%
2017,9,17,Jacksonville,52.38%
2017,9,17,Seattle,51.85%
2017,9,17,New England,44.44%
2017,9,10,Kansas City,80.00%
2017,9,10,New England,44.44%
2017,9,3,Minnesota,73.53%
2017,9,3,New Orleans,58.00%
2017,9,3,Atlanta,73.91%
2017,9,3,Miami,80.56%
2017,9,3,Washington,62.86%
2017,9,3,Dallas,63.16%
2017,9,3,New England,68.25%
2017,9,3,Kansas City,58.82%
2017,9,3,Seattle,56.67%
2017,9,3,Detroit,56.25%
2017,9,3,Baltimore,64.71%
2017,9,3,Cincinnati,64.29%
2017,9,3,Green Bay,60.00%
2017,9,3,Pittsburgh,65.96%
2017,9,3,Indianapolis,58.54%
2017,9,3,Philadelphia,62.79%
2017,9,3,NY Giants,52.27%
2017,9,3,Chicago,65.00%
2017,9,3,Las Vegas,40.00%
2017,9,3,Tampa Bay,57.14%
2017,9,3,Tennessee,61.54%
2017,9,3,Buffalo,48.39%
2017,9,3,LA Chargers,57.89%
2017,9,3,Cleveland,72.50%
2017,9,3,Denver,62.96%
2017,9,3,Arizona,52.38%
2017,9,3,Houston,57.50%
2017,9,3,Jacksonville,64.10%
2017,9,3,San Francisco,77.27%
2017,9,3,LA Rams,60.71%
2017,9,3,NY Jets,66.67%
2017,9,3,Carolina,56.25%
2017,2,26,Minnesota,73.53%
2017,2,26,New Orleans,58.00%
2017,2,26,Atlanta,73.91%
2017,2,26,Miami,80.56%
2017,2,26,Washington,62.86%
2017,2,26,Dallas,63.16%
2017,2,26,New England,68.25%
2017,2,26,Kansas City,58.82%
2017,2,26,Seattle,56.67%
2017,2,26,Detroit,56.25%
2017,2,26,Baltimore,64.71%
2017,2,26,Cincinnati,64.29%
2017,2,26,Green Bay,60.00%
2017,2,26,Pittsburgh,65.96%
2017,2,26,Indianapolis,58.54%
2017,2,26,Philadelphia,62.79%
2017,2,26,NY Giants,52.27%
2017,2,26,Chicago,65.00%
2017,2,26,Las Vegas,40.00%
2017,2,26,Tampa Bay,57.14%
2017,2,26,Tennessee,61.54%
2017,2,26,Buffalo,48.39%
2017,2,26,LA Chargers,57.89%
2017,2,26,Cleveland,72.50%
2017,2,26,Denver,62.96%
2017,2,26,Arizona,52.38%
2017,2,26,Houston,57.50%
2017,2,26,Jacksonville,64.10%
2017,2,26,San Francisco,77.27%
2017,2,26,LA Rams,60.71%
2017,2,26,NY Jets,66.67%
2017,2,26,Carolina,56.25%
2017,2,19,Minnesota,73.53%
2017,2,19,New Orleans,58.00%
2017,2,19,Atlanta,73.91%
2017,2,19,Miami,80.56%
2017,2,19,Washington,62.86%
2017,2,19,Dallas,63.16%
2017,2,19,New England,68.25%
2017,2,19,Kansas City,58.82%
2017,2,19,Seattle,56.67%
2017,2,19,Detroit,56.25%
2017,2,19,Baltimore,64.71%
2017,2,19,Cincinnati,64.29%
2017,2,19,Green Bay,60.00%
2017,2,19,Pittsburgh,65.96%
2017,2,19,Indianapolis,58.54%
2017,2,19,Philadelphia,62.79%
2017,2,19,NY Giants,52.27%
2017,2,19,Chicago,65.00%
2017,2,19,Las Vegas,40.00%
2017,2,19,Tampa Bay,57.14%
2017,2,19,Tennessee,61.54%
2017,2,19,Buffalo,48.39%
2017,2,19,LA Chargers,57.89%
2017,2,19,Cleveland,72.50%
2017,2,19,Denver,62.96%
2017,2,19,Arizona,52.38%
2017,2,19,Houston,57.50%
2017,2,19,Jacksonville,64.10%
2017,2,19,San Francisco,77.27%
2017,2,19,LA Rams,60.71%
2017,2,19,NY Jets,66.67%
2017,2,19,Carolina,56.25%
2017,2,12,Minnesota,73.53%
2017,2,12,New Orleans,58.00%
2017,2,12,Atlanta,73.91%
2017,2,12,Miami,80.56%
2017,2,12,Washington,62.86%
2017,2,12,Dallas,63.16%
2017,2,12,New England,68.25%
2017,2,12,Kansas City,58.82%
2017,2,12,Seattle,56.67%
2017,2,12,Detroit,56.25%
2017,2,12,Baltimore,64.71%
2017,2,12,Cincinnati,64.29%
2017,2,12,Green Bay,60.00%
2017,2,12,Pittsburgh,65.96%
2017,2,12,Indianapolis,58.54%
2017,2,12,Philadelphia,62.79%
2017,2,12,NY Giants,52.27%
2017,2,12,Chicago,65.00%
2017,2,12,Las Vegas,40.00%
2017,2,12,Tampa Bay,57.14%
2017,2,12,Tennessee,61.54%
2017,2,12,Buffalo,48.39%
2017,2,12,LA Chargers,57.89%
2017,2,12,Cleveland,72.50%
2017,2,12,Denver,62.96%
2017,2,12,Arizona,52.38%
2017,2,12,Houston,57.50%
2017,2,12,Jacksonville,64.10%
2017,2,12,San Francisco,77.27%
2017,2,12,LA Rams,60.71%
2017,2,12,NY Jets,66.67%
2017,2,12,Carolina,56.25%
2017,2,5,Minnesota,73.53%
2017,2,5,New Orleans,58.00%
2017,2,5,Atlanta,71.05%
2017,2,5,Miami,80.56%
2017,2,5,Washington,62.86%
2017,2,5,Dallas,63.16%
2017,2,5,Kansas City,58.82%
2017,2,5,New England,76.19%
2017,2,5,Seattle,56.67%
2017,2,5,Detroit,56.25%
2017,2,5,Baltimore,64.71%
2017,2,5,Cincinnati,64.29%
2017,2,5,Green Bay,60.00%
2017,2,5,Pittsburgh,65.96%
2017,2,5,Indianapolis,58.54%
2017,2,5,Philadelphia,62.79%
2017,2,5,NY Giants,52.27%
2017,2,5,Chicago,65.00%
2017,2,5,Las Vegas,40.00%
2017,2,5,Tampa Bay,57.14%
2017,2,5,Tennessee,61.54%
2017,2,5,Buffalo,48.39%
2017,2,5,LA Chargers,57.89%
2017,2,5,Cleveland,72.50%
2017,2,5,Denver,62.96%
2017,2,5,Arizona,52.38%
2017,2,5,Houston,57.50%
2017,2,5,Jacksonville,64.10%
2017,2,5,San Francisco,77.27%
2017,2,5,LA Rams,60.71%
2017,2,5,NY Jets,66.67%
2017,2,5,Carolina,56.25%
2017,1,29,New Orleans,67.65%
2017,1,29,Minnesota,68.00%
2017,1,29,Atlanta,81.82%
2017,1,29,Dallas,76.19%
2017,1,29,Washington,62.07%
2017,1,29,New England,62.07%
2017,1,29,Kansas City,70.27%
2017,1,29,Miami,53.33%
2017,1,29,Detroit,56.52%
2017,1,29,Seattle,64.44%
2017,1,29,Green Bay,71.79%
2017,1,29,Cincinnati,68.29%
2017,1,29,Baltimore,68.18%
2017,1,29,Pittsburgh,72.73%
2017,1,29,Indianapolis,65.52%
2017,1,29,Las Vegas,67.65%
2017,1,29,NY Giants,60.32%
2017,1,29,Philadelphia,56.00%
2017,1,29,Chicago,60.00%
2017,1,29,Tampa Bay,65.71%
2017,1,29,Buffalo,66.67%
2017,1,29,Tennessee,47.73%
2017,1,29,LA Chargers,50.00%
2017,1,29,Houston,62.07%
2017,1,29,Arizona,59.26%
2017,1,29,Denver,39.53%
2017,1,29,Cleveland,67.86%
2017,1,29,Jacksonville,69.23%
2017,1,29,LA Rams,45.83%
2017,1,29,San Francisco,75.68%
2017,1,29,NY Jets,33.33%
2017,1,29,Carolina,41.86%
2017,1,22,New Orleans,77.08%
2017,1,22,Minnesota,76.19%
2017,1,22,Atlanta,75.00%
2017,1,22,Dallas,88.89%
2017,1,22,Washington,68.09%
2017,1,22,Miami,66.67%
2017,1,22,New England,50.00%
2017,1,22,Detroit,61.54%
2017,1,22,Kansas City,53.57%
2017,1,22,Seattle,73.08%
2017,1,22,Baltimore,53.33%
2017,1,22,Cincinnati,59.26%
2017,1,22,Green Bay,61.29%
2017,1,22,Indianapolis,75.00%
2017,1,22,Las Vegas,63.33%
2017,1,22,NY Giants,71.43%
2017,1,22,Pittsburgh,58.33%
2017,1,22,Philadelphia,52.38%
2017,1,22,Tennessee,57.58%
2017,1,22,Chicago,69.77%
2017,1,22,Tampa Bay,48.57%
2017,1,22,LA Chargers,56.67%
2017,1,22,Denver,62.50%
2017,1,22,Buffalo,68.00%
2017,1,22,Houston,61.70%
2017,1,22,Arizona,70.00%
2017,1,22,LA Rams,51.43%
2017,1,22,Cleveland,60.71%
2017,1,22,Jacksonville,42.86%
2017,1,22,NY Jets,54.35%
2017,1,22,San Francisco,60.61%
2017,1,22,Carolina,56.76%
2017,1,15,New Orleans,60.98%
2017,1,15,Minnesota,70.59%
2017,1,15,Atlanta,60.00%
2017,1,15,New England,65.79%
2017,1,15,Washington,66.67%
2017,1,15,Kansas City,65.38%
2017,1,15,Miami,72.00%
2017,1,15,Detroit,60.00%
2017,1,15,Dallas,45.95%
2017,1,15,Baltimore,71.15%
2017,1,15,Seattle,56.41%
2017,1,15,Cincinnati,71.43%
2017,1,15,Green Bay,72.00%
2017,1,15,Pittsburgh,54.84%
2017,1,15,Philadelphia,69.57%
2017,1,15,Las Vegas,41.46%
2017,1,15,Indianapolis,53.33%
2017,1,15,NY Giants,60.71%
2017,1,15,Tennessee,28.57%
2017,1,15,Tampa Bay,61.54%
2017,1,15,LA Chargers,53.85%
2017,1,15,Chicago,62.50%
2017,1,15,Denver,69.23%
2017,1,15,Buffalo,60.00%
2017,1,15,Houston,58.33%
2017,1,15,LA Rams,58.54%
2017,1,15,Arizona,54.55%
2017,1,15,Jacksonville,62.16%
2017,1,15,Cleveland,42.86%
2017,1,15,NY Jets,65.71%
2017,1,15,San Francisco,57.69%
2017,1,15,Carolina,37.04%
2017,1,8,New Orleans,70.45%
2017,1,8,Minnesota,70.21%
2017,1,8,Atlanta,64.71%
2017,1,8,New England,71.74%
2017,1,8,Dallas,66.67%
2017,1,8,Washington,56.76%
2017,1,8,Detroit,71.43%
2017,1,8,Kansas City,84.00%
2017,1,8,Miami,72.50%
2017,1,8,Seattle,71.79%
2017,1,8,Las Vegas,54.29%
2017,1,8,Tennessee,65.22%
2017,1,8,Baltimore,74.00%
2017,1,8,Pittsburgh,64.86%
2017,1,8,Cincinnati,74.19%
2017,1,8,Green Bay,66.67%
2017,1,8,Indianapolis,79.31%
2017,1,8,NY Giants,61.54%
2017,1,8,Philadelphia,60.00%
2017,1,8,Tampa Bay,66.67%
2017,1,8,LA Chargers,57.69%
2017,1,8,Chicago,61.11%
2017,1,8,Buffalo,51.43%
2017,1,8,Denver,50.00%
2017,1,8,Houston,62.86%
2017,1,8,Arizona,65.22%
2017,1,8,LA Rams,43.75%
2017,1,8,Cleveland,56.82%
2017,1,8,Jacksonville,45.24%
2017,1,8,NY Jets,43.24%
2017,1,8,Carolina,42.42%
2017,1,8,San Francisco,33.33%
2017,1,1,New Orleans,78.38%
2017,1,1,Minnesota,83.78%
2017,1,1,Atlanta,76.47%
2017,1,1,Washington,77.36%
2017,1,1,Dallas,70.83%
2017,1,1,New England,60.00%
2017,1,1,Detroit,57.50%
2017,1,1,Las Vegas,66.67%
2017,1,1,Kansas City,59.09%
2017,1,1,Miami,66.67%
2017,1,1,Seattle,51.52%
2017,1,1,Tennessee,65.22%
2017,1,1,Pittsburgh,66.67%
2017,1,1,Green Bay,76.92%
2017,1,1,Cincinnati,54.17%
2017,1,1,Philadelphia,66.67%
2017,1,1,Baltimore,69.44%
2017,1,1,NY Giants,55.56%
2017,1,1,Indianapolis,62.16%
2017,1,1,LA Chargers,73.33%
2017,1,1,Tampa Bay,75.00%
2017,1,1,Chicago,51.85%
2017,1,1,Buffalo,66.67%
2017,1,1,LA Rams,62.50%
2017,1,1,Denver,58.82%
2017,1,1,Jacksonville,50.00%
2017,1,1,Houston,59.46%
2017,1,1,Cleveland,56.82%
2017,1,1,Arizona,55.56%
2017,1,1,NY Jets,68.75%
2017,1,1,Carolina,50.00%
2017,1,1,San Francisco,63.04%
2016,12,25,New Orleans,67.65%
2016,12,25,Minnesota,68.00%
2016,12,25,Atlanta,81.82%
2016,12,25,Dallas,88.89%
2016,12,25,Washington,62.07%
2016,12,25,New England,62.07%
2016,12,25,Detroit,61.54%
2016,12,25,Kansas City,53.57%
2016,12,25,Miami,53.33%
2016,12,25,Seattle,64.44%
2016,12,25,Green Bay,71.79%
2016,12,25,Cincinnati,68.29%
2016,12,25,Baltimore,53.33%
2016,12,25,Indianapolis,65.52%
2016,12,25,Las Vegas,66.67%
2016,12,25,Pittsburgh,58.33%
2016,12,25,NY Giants,60.32%
2016,12,25,Philadelphia,56.00%
2016,12,25,Chicago,60.00%
2016,12,25,Tampa Bay,65.71%
2016,12,25,Buffalo,66.67%
2016,12,25,Denver,62.50%
2016,12,25,Tennessee,47.73%
2016,12,25,LA Chargers,50.00%
2016,12,25,Houston,62.07%
2016,12,25,Arizona,59.26%
2016,12,25,Cleveland,67.86%
2016,12,25,Jacksonville,69.23%
2016,12,25,LA Rams,45.83%
2016,12,25,San Francisco,73.68%
2016,12,25,NY Jets,33.33%
2016,12,25,Carolina,41.86%
2016,12,18,New Orleans,60.98%
2016,12,18,Minnesota,70.59%
2016,12,18,Atlanta,60.00%
2016,12,18,New England,65.79%
2016,12,18,Washington,66.67%
2016,12,18,Kansas City,65.38%
2016,12,18,Miami,66.67%
2016,12,18,Detroit,60.00%
2016,12,18,Dallas,45.95%
2016,12,18,Seattle,73.08%
2016,12,18,Baltimore,71.15%
2016,12,18,Cincinnati,71.43%
2016,12,18,Green Bay,72.00%
2016,12,18,Pittsburgh,54.84%
2016,12,18,Philadelphia,69.57%
2016,12,18,Las Vegas,41.46%
2016,12,18,Indianapolis,53.33%
2016,12,18,NY Giants,60.71%
2016,12,18,Tennessee,28.57%
2016,12,18,Tampa Bay,61.54%
2016,12,18,LA Chargers,53.85%
2016,12,18,Chicago,62.50%
2016,12,18,Denver,69.23%
2016,12,18,Buffalo,60.00%
2016,12,18,Houston,58.33%
2016,12,18,Arizona,54.55%
2016,12,18,LA Rams,51.43%
2016,12,18,Jacksonville,62.16%
2016,12,18,Cleveland,42.86%
2016,12,18,NY Jets,54.35%
2016,12,18,San Francisco,57.69%
2016,12,18,Carolina,37.04%
2016,12,11,New Orleans,70.45%
2016,12,11,Minnesota,70.21%
2016,12,11,Atlanta,64.71%
2016,12,11,New England,71.74%
2016,12,11,Dallas,66.67%
2016,12,11,Washington,56.76%
2016,12,11,Detroit,71.43%
2016,12,11,Kansas City,65.38%
2016,12,11,Miami,72.50%
2016,12,11,Seattle,71.79%
2016,12,11,Tennessee,65.22%
2016,12,11,Baltimore,74.00%
2016,12,11,Pittsburgh,64.86%
2016,12,11,Cincinnati,74.19%
2016,12,11,Green Bay,66.67%
2016,12,11,Indianapolis,79.31%
2016,12,11,Las Vegas,41.46%
2016,12,11,NY Giants,61.54%
2016,12,11,Philadelphia,60.00%
2016,12,11,Tampa Bay,66.67%
2016,12,11,LA Chargers,57.69%
2016,12,11,Chicago,61.11%
2016,12,11,Buffalo,51.43%
2016,12,11,Denver,50.00%
2016,12,11,Houston,62.86%
2016,12,11,Arizona,65.22%
2016,12,11,LA Rams,43.75%
2016,12,11,Cleveland,56.82%
2016,12,11,Jacksonville,45.24%
2016,12,11,NY Jets,43.24%
2016,12,11,Carolina,42.42%
2016,12,11,San Francisco,33.33%
2016,12,4,New Orleans,78.38%
2016,12,4,Minnesota,70.21%
2016,12,4,Atlanta,76.47%
2016,12,4,Washington,77.36%
2016,12,4,Dallas,66.67%
2016,12,4,New England,60.00%
2016,12,4,Detroit,57.50%
2016,12,4,Las Vegas,66.67%
2016,12,4,Kansas City,59.09%
2016,12,4,Miami,66.67%
2016,12,4,Seattle,51.52%
2016,12,4,Tennessee,65.22%
2016,12,4,Pittsburgh,66.67%
2016,12,4,Green Bay,76.92%
2016,12,4,Cincinnati,54.17%
2016,12,4,Philadelphia,66.67%
2016,12,4,Baltimore,69.44%
2016,12,4,NY Giants,55.56%
2016,12,4,Indianapolis,62.16%
2016,12,4,LA Chargers,73.33%
2016,12,4,Tampa Bay,75.00%
2016,12,4,Chicago,51.85%
2016,12,4,Buffalo,66.67%
